"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-09",,,"26.7",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-10",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-11",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-12",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-14",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-16",,,"1.5",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-17",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-18",,,"2.5",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-19",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-27","    8","111.8",,,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-28",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-29",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-30",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-01-31",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-02-01",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-02-02",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-02-04","    2","34.0",,,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-02-05",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-02-19","   14","26.9",,,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-07","   17","24.4",,,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-08",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-11","    3","32.3",,,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-12",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-13",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-14",,,"0.3",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-15",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-16",,,"13.0",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-17",,,"36.1",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-18",,,"0.0",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-19",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-20",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-21",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-22",,,"46.2",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-23",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-24",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-25",,,"1.5",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-26",,,"14.0",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-27",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-28",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-29",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-30",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-03-31",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-01",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-02",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-03",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-04",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-05",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-06",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-07",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-08",,,"5.3",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-10",,,"38.1",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-11",,,,"0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-12",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-13",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-14",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-15",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-16",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-17",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-18",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-19",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-20",,,"0.8",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-21",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-22",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-23",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-24",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-25",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-26",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-27",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-28",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-29",,,"52.1",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-04-30",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-01",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-02",,,"15.5","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-03",,,"24.1",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-04",,,"0.5",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-05",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-06",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-07",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-08",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-09",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-10",,,"1.0",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-11",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-12",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-13",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-14",,,,"0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-16",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-17",,,"34.3",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-18",,,"6.1",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-19",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-20",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-21",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-22",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-23",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-24",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-25",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-26",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-27",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-28",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-29",,,"82.3",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-30",,,"0.0","0.0",,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-05-31",,,"27.2",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-06-16",,,"15.7",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-06-18",,,"34.5",,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-06-25","    7","40.1",,,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-07-03","    8","23.6",,,,,,,
"US1LAVM0010","KAPLAN 6.2 ENE, LA US","30.04283","-92.19103","5.2","2024-07-07","    4","51.3",,,,,,,
