Tag_ID,Tiller_23,Inf_23,Spikelet_A,Spikelet_B,Spikelet_C,Spikelet_avg,Spikelet,Herb,Date,Survival_23,QAQC,Date
946,45,24,0,0,0,0,0,2,5/17/23,1,CO/KS,8/9/23
947,51,34,0,0,0,0,0,6,5/17/23,1,CO/KS,8/9/23
948,26,14,0,0,0,0,0,0,5/17/23,1,CO/KS,8/9/23
949,22,14,0,0,0,0,0,0,5/17/23,1,CO/KS,8/9/23
950,47,20,0,0,0,0,0,3,5/17/23,1,CO/KS,8/9/23
951,78,36,0,0,0,0,0,0,5/17/23,1,CO/KS,8/9/23
952,35,19,0,0,0,0,0,0,5/17/23,1,CO/KS,8/9/23
953,37,14,0,0,0,0,0,0,5/17/23,1,CO/KS,8/9/23
954,52,29,0,0,0,0,0,0,5/17/23,1,CO/KS,8/9/23
955,42,23,0,0,0,0,0,0,5/17/23,1,CO/KS,8/9/23
956,23,19,0,0,0,0,0,2,5/17/23,1,CO/KS,8/9/23
957,24,20,0,0,0,0,0,0,5/17/23,1,CO/KS,8/9/23
958,25,16,0,0,0,0,0,2,5/17/23,1,CO/KS,8/9/23
959,21,19,0,0,0,0,0,2,5/17/23,1,CO/KS,8/9/23
960,24,15,0,0,0,0,0,3,5/17/23,1,CO/KS,8/9/23
D_BAE1_1,0,0,0,0,0,0,0,0,6/22/23,0,CO/KS,8/9/23
2021,4,0,0,0,0,0,0,4,6/22/23,1,CO/KS,8/9/23
D_BAE1_3,0,0,0,0,0,0,0,0,6/22/23,0,CO/KS,8/9/23
2022,2,2,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2023,1,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2024,2,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2025,3,3,11,15,11,12,37,3,6/22/23,1,CO/KS,8/9/23
2026,3,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2027,1,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2028,4,0,0,0,0,0,0,4,6/22/23,1,CO/KS,8/9/23
2029,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2030,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2031,6,0,0,0,0,0,0,6,6/22/23,1,CO/KS,8/9/23
2032,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2033,1,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2034,3,3,10,11,9,10,30,0,6/22/23,1,CO/KS,8/9/23
2035,9,6,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2036,2,1,15,0,0,5,5,1,6/22/23,1,CO/KS,8/9/23
2037,1,1,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2038,2,1,26,0,0,9,9,0,6/22/23,1,CO/KS,8/9/23
2039,2,1,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2040,1,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2041,23,0,0,0,0,0,0,27,6/22/23,1,CO/KS,8/9/23
2042,2,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2043,1,1,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2044,11,0,0,0,0,0,0,9,6/22/23,1,CO/KS,8/9/23
2045,4,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2046,3,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2047,1,1,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2048,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2328,3,2,19,19,0,13,25,1,6/22/23,1,CO/KS,8/9/23
2329,2,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2330,2,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2331,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2332,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2333,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2334,2,1,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2335,1,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2336,1,1,9,0,0,3,3,1,6/22/23,1,CO/KS,8/9/23
2337,2,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2338,4,2,13,9,0,7,15,3,6/22/23,1,CO/KS,8/9/23
2339,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2340,4,0,0,0,0,0,0,4,6/22/23,1,CO/KS,8/9/23
2341,2,1,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2342,4,0,0,0,0,0,0,4,6/22/23,1,CO/KS,8/9/23
2316,4,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2317,2,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2318,1,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2319,6,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2320,2,1,24,0,0,8,8,3,6/22/23,1,CO/KS,8/9/23
2321,1,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2322,2,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2323,2,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2324,1,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2325,3,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
D_BAE4_11,0,0,0,0,0,0,0,0,6/22/23,0,CO/KS,8/9/23
2326,3,3,23,24,9,19,56,1,6/22/23,1,CO/KS,8/9/23
D_BAE4_13,0,0,0,0,0,0,0,0,6/22/23,0,CO/KS,8/9/23
2327,3,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
D_BAE4_15,0,0,0,0,0,0,0,0,6/22/23,0,CO/KS,8/9/23
2079,6,2,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2080,9,0,0,0,0,0,0,10,6/22/23,1,CO/KS,8/9/23
2081,1,1,21,0,0,7,7,3,6/22/23,1,CO/KS,8/9/23
2082,7,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2083,2,2,0,0,0,0,0,6,6/22/23,1,CO/KS,8/9/23
2100,3,0,0,0,0,0,0,7,6/22/23,1,CO/KS,8/9/23
2084,3,3,19,15,9,14,43,5,6/22/23,1,CO/KS,8/9/23
2085,1,1,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2086,1,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2087,2,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2088,2,2,15,20,0,12,23,1,6/22/23,1,CO/KS,8/9/23
2089,2,2,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2090,7,4,0,0,0,0,0,8,6/22/23,1,CO/KS,8/9/23
2091,3,1,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2092,11,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2064,4,0,0,0,0,0,0,5,6/22/23,1,CO/KS,8/9/23
2065,3,3,15,11,13,13,39,0,6/22/23,1,CO/KS,8/9/23
2066,4,4,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2067,4,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2068,4,2,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2069,1,1,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2070,1,1,36,0,0,12,12,1,6/22/23,1,CO/KS,8/9/23
2071,3,2,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2072,4,1,25,0,0,8,8,2,6/22/23,1,CO/KS,8/9/23
2073,6,1,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2074,5,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2075,4,1,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2076,2,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2077,4,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2078,3,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2049,11,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2050,4,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2051,0,0,0,0,0,0,0,0,6/22/23,0,CO/KS,8/9/23
2052,3,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2053,2,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2054,4,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2055,2,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2056,7,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2057,0,0,0,0,0,0,0,0,6/22/23,0,CO/KS,8/9/23
2058,1,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2062,3,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2059,0,0,0,0,0,0,0,0,6/22/23,0,CO/KS,8/9/23
2060,4,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2061,2,0,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2063,7,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2301,6,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2302,7,3,17,15,19,17,51,3,6/22/23,1,CO/KS,8/9/23
2303,3,0,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2304,3,3,0,0,0,0,0,0,6/22/23,1,CO/KS,8/9/23
2305,5,2,25,29,0,18,36,0,6/22/23,1,CO/KS,8/9/23
2306,3,3,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2307,6,1,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2308,7,6,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2309,4,3,21,17,21,20,59,1,6/22/23,1,CO/KS,8/9/23
2310,11,2,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2311,3,0,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
2312,1,1,0,0,0,0,0,1,6/22/23,1,CO/KS,8/9/23
2313,4,2,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2314,4,0,0,0,0,0,0,2,6/22/23,1,CO/KS,8/9/23
2315,4,1,0,0,0,0,0,3,6/22/23,1,CO/KS,8/9/23
961,21,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
962,16,2,11,15,0,9,17,1,5/17/23,1,KS,8/14/23
963,22,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
964,29,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
965,24,3,3,17,0,7,20,0,5/17/23,1,KS,8/14/23
966,24,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
967,22,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
968,15,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
969,6,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
970,20,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
971,9,3,17,14,19,17,50,1,5/17/23,1,KS,8/14/23
972,11,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
973,21,0,0,0,0,0,0,2,5/17/23,1,KS,8/14/23
974,28,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
975,13,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
871,13,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
872,13,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
873,24,3,29,29,29,29,87,0,5/17/23,1,KS,8/14/23
874,35,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
875,17,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
876,22,0,0,0,0,0,0,5,5/17/23,1,KS,8/14/23
877,24,2,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
878,23,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
879,15,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
880,10,0,0,0,0,0,0,2,5/17/23,1,KS,8/14/23
881,15,4,22,16,22,20,80,0,5/17/23,1,KS,8/14/23
882,29,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
883,11,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
884,12,1,22,0,0,7,7,0,5/17/23,1,KS,8/14/23
885,6,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
886,8,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
887,17,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
888,7,1,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
889,18,2,28,15,0,14,29,0,5/17/23,1,KS,8/14/23
890,25,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
891,11,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
892,11,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
893,23,4,33,29,32,31,125,0,5/17/23,1,KS,8/14/23
894,16,3,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
895,28,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
896,17,4,12,9,13,11,45,4,5/17/23,1,KS,8/14/23
897,24,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
898,23,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
899,16,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
900,35,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2701,8,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2702,16,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2703,18,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2704,29,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2705,15,5,32,36,24,31,153,0,5/17/23,1,KS,8/14/23
2706,20,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2707,13,6,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2708,23,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2709,5,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2710,16,6,20,34,35,30,178,0,5/17/23,1,KS,8/14/23
2711,32,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2712,14,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2713,16,6,22,28,21,24,142,0,5/17/23,1,KS,8/14/23
2714,16,6,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2715,20,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
976,13,0,0,0,0,0,0,4,5/17/23,1,KS,8/14/23
977,10,1,30,0,0,10,10,2,5/17/23,1,KS,8/14/23
978,8,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
979,15,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
980,8,6,0,0,0,0,0,6,5/17/23,1,KS,8/14/23
981,19,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
982,5,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
983,10,1,20,0,0,7,7,0,5/17/23,1,KS,8/14/23
984,9,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
985,19,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
986,15,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
987,9,5,19,22,15,19,93,1,5/17/23,1,KS,8/14/23
988,10,1,25,0,0,8,8,2,5/17/23,1,KS,8/14/23
989,22,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
990,13,4,0,0,0,0,0,4,5/17/23,1,KS,8/14/23
2716,20,2,20,19,0,13,26,0,5/17/23,1,KS,8/14/23
2717,17,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2718,9,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2719,24,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2720,13,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2721,14,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2722,15,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2723,26,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2724,13,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2725,23,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2726,19,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2727,16,2,0,0,0,0,0,7,5/17/23,1,KS,8/14/23
2728,18,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2729,23,2,33,26,0,20,39,0,5/17/23,1,KS,8/14/23
2730,10,1,34,0,0,11,11,4,5/17/23,1,KS,8/14/23
2006,12,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2007,7,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2008,5,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2009,13,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2010,5,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2011,17,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2012,16,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
2013,16,2,15,19,0,11,23,0,5/17/23,1,KS,8/14/23
2014,18,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2015,5,2,17,12,0,10,19,0,5/17/23,1,KS,8/14/23
2016,10,6,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2017,11,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2018,23,1,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
2019,9,3,23,24,26,24,73,0,5/17/23,1,KS,8/14/23
2020,12,0,0,0,0,0,0,0,5/17/23,1,KS,8/14/23
991,10,0,0,0,0,0,0,5,5/17/23,1,KS,8/14/23
992,11,0,0,0,0,0,0,3,5/17/23,1,KS,8/14/23
993,8,1,10,0,0,3,3,2,5/17/23,1,KS,8/14/23
994,14,0,0,0,0,0,0,6,5/17/23,1,KS,8/14/23
D_BAP8_5,0,0,0,0,0,0,0,0,5/17/23,0,KS,8/14/23
995,4,0,0,0,0,0,0,3,5/17/23,1,KS,8/14/23
996,9,0,0,0,0,0,0,9,5/17/23,1,KS,8/14/23
997,11,0,0,0,0,0,0,11,5/17/23,1,KS,8/14/23
998,4,0,0,0,0,0,0,1,5/17/23,1,KS,8/14/23
999,8,0,0,0,0,0,0,6,5/17/23,1,KS,8/14/23
2001,9,0,0,0,0,0,0,9,5/17/23,1,KS,8/14/23
2002,10,0,0,0,0,0,0,9,5/17/23,1,KS,8/14/23
2003,9,0,0,0,0,0,0,7,5/17/23,1,KS,8/14/23
2004,7,1,8,0,0,3,3,7,5/17/23,1,KS,8/14/23
2005,14,0,0,0,0,0,0,11,5/17/23,1,KS,8/14/23
70,11,5,0,0,0,0,0,2,5/3/23,1,KS,8/14/23
71,9,7,0,0,0,0,0,5,5/3/23,1,KS,8/14/23
72,15,6,0,0,0,0,0,0,5/3/23,1,KS,8/14/23
73,13,6,0,0,0,0,0,0,5/3/23,1,KS,8/14/23
74,17,10,0,0,0,0,0,3,5/3/23,1,KS,8/14/23
75,11,5,0,0,0,0,0,5,5/3/23,1,KS,8/14/23
76,11,9,0,0,0,0,0,0,5/3/23,1,KS,8/14/23
77,14,2,0,0,0,0,0,4,5/3/23,1,KS,8/14/23
